user,content,collect,forward,comment,like,userUrl
07月08日 11:17,空谷_何婕站,"东方风云榜
⚡上海广播电视台和上海文化广播影视集团有限公司主办
⚡东方卫视+动感101
⚡可能是目前仅存的星级卫视播出奖项
张艺兴获得
第25届最佳专辑《SHEEP》
第25届最佳制作人
第25届最受欢迎男歌手
第26届十大金曲《梦不落雨林》
期待新的收获",收藏,转发,评论 1,3,https://weibo.com/7409511661?refer_flag=1001030103_
07月07日 09:30,乐游上海,【正在直播：政府定制 居民自治 来听静安区老房子装电梯的故事】老旧住宅加装电梯，是解决“悬空”老、弱、病、残等特殊群体下楼难问题的根本办法。但这并非易事，从政府制定政策、缩短审批流程，到居民主动参与自治、引入第三方服务，上海坚持不懈探索，至今走过十年。上海广播电视台忠实记录，见证了 展开全文c,收藏,转发 1,评论,1,https://weibo.com/2014034660?refer_flag=1001030103_
07月06日 11:58,热门资讯第一线,,收藏,转发 3,评论,2,https://weibo.com/6367852368?refer_flag=1001030103_
07月06日 10:25,沖田瑤子,"14:56实时快讯 【上海市教委携手SMG,东方明珠打造“空中课堂”长效品牌】7月14日,上海市教育委员会与上海广播电视台,上海文化广播影视集团有限公司(简称“SMG”)签署合作协议,双方将建立长效合作机制,共同打造全国领先的全媒体在线教育品牌“上海空中课堂”,SMG旗下东方明珠新媒体股份有限公司(简称“ 展开全文c",收藏,转发,评论,0,https://weibo.com/2832396042?refer_flag=1001030103_
0,不做饭泡粥,,收藏,转发 26,评论 37,142,https://weibo.com/6100411626?refer_flag=1001030103_
0,谢晓虎tiger,"#东方卫视##看看新闻knews# 何婕：讲好中国故事，展现新闻主播的时代风貌 👉O【身边好党员】何婕：讲好中国故事，展现新闻主播的时代风貌
via 上海广播电视台融媒体中心",收藏,转发,评论 2,2,https://weibo.com/1925453812?refer_flag=1001030103_
07月02日 09:16,文化上海,【暑假在家干什么？精彩电视广播节目已安排好→】#文化资讯#这个暑假同学们打算怎么过？上海广播电视台说，已为大家的暑期准备了黄金档的热门综艺、丰富的在线教育内容、多部优秀纪录片等。另外，还有精彩的体育赛事和电视剧等着大家。一起来了解下↓O暑假在家干什么？精彩电视广播节目已安排好→,收藏,转发,评论,1,https://weibo.com/2683772833?refer_flag=1001030103_
0,武汉教育电视台,#全国唯一高考专列开行#加油吧！改变命运的时刻到了国家给了这么好的政策，相信你们一定可以的（cr:@上海广播电视台 ） L热门资讯第一线的微博视频,收藏,转发,评论,1,https://weibo.com/3185352715?refer_flag=1001030103_
06月30日 09:16 转赞人数超过10,朱邵玉的亲弟弟,"上海广播电视台欠我2个回复了#我是普通人,我讨厌肖战#
有app真是社恐的好福利",收藏,转发 1,评论 42,17,https://weibo.com/3910970673?refer_flag=1001030103_
06月30日 07:02,风语染心颜,由上海广播电视台、北京完美影视、腾讯视频、北京春秋鸿、北京完美蓬瑞影视出品，建党100周年献礼剧#光荣与梦想# 7月1日在横店开机。导演刘江官宣主演@黄晓明 @王丽坤 @侯京健 @高圆圆 @李晨 @吴刚@李小冉 @张一山 @张晞临 @演员刚毅 @寒青微博 @倪大红 @曹可凡 ，另外还有众多明星参与演出。电视剧 展开全文c,收藏,转发,评论 2,5,https://weibo.com/2243508322?refer_flag=1001030103_
0,一萍浮浮,,收藏,转发,评论,2,https://weibo.com/6033161472?refer_flag=1001030103_
0,陈兴嘉斯基,#光荣与梦想开机# @黄晓明 @王丽坤 @侯京健 @高圆圆 @李晨 @吴刚@李小冉  @张一山 @张晞临 @演员刚毅 @寒青微博 #倪大红#  @曹可凡 等主演的60集献礼剧#光荣与梦想#7月1日横店开机。@刘江 执导，@赵宁宇 编剧，上海广播电视台@完美世界影视@腾讯视频@完美蓬瑞影视 、春秋鸿联合出品，这是今年开机的第9 展开全文c,收藏,转发,评论,0,https://weibo.com/5016919348?refer_flag=1001030103_
06月27日 07:03,风语染心颜,,收藏,转发,评论 1,3,https://weibo.com/2243508322?refer_flag=1001030103_
0,烟酒不差青春永駐,"孟美岐超话 mmq#孟美岐东方风云榜#

【#孟美岐东方风云榜#】

《东方风云榜》是上海广播电视台和上海文化广播影视集团有限公司在中国主办的华语音乐类奖项，创办于1993年。
作为内地原创第一榜，《东方风云榜》是中国最早的流行音乐盛典，更是中国流行音乐人的成长摇篮，对中 .. 展开全文c",收藏,转发,评论,1,https://weibo.com/5128095621?refer_flag=1001030103_
0,上海崇明,,收藏,转发 1,评论,7,https://weibo.com/2701679922?refer_flag=1001030103_
0,科创板日报,【快来看崇明“宝藏男孩”的直播！】#崇明先锋# 盛陈衔是上海广播电视台东方广播中心采访部记者，疫情期间，这位崇明小伙深入武汉市金银潭医院、雷神山医院、东西湖方舱医院等地，以视频实录的方式记录上海援鄂医疗队工作的第一手素材，并参与多档广播直播连线完成录音报道及新媒体报道50余篇，获评“ 展开全文c,收藏,转发 2,评论,0,https://weibo.com/7209515062?refer_flag=1001030103_
07月15日 14:11,上海徐汇发布,,收藏,转发 2,评论,0,https://weibo.com/2175830437?refer_flag=1001030103_
07月15日 00:56,生从无名起,【上海首个4K超高清频道正式开播】《科创板日报》15日讯，今日，上海首个4K超高清频道——“欢笑剧场频道”正式对外开播。该频道是在上海广播电视台原高清“欢笑剧场”频道基础上，保持名称和呼号不变调整升级而来，频道全天24小时播出，内容囊括影视剧、综艺、纪实、体育等门类。首播栏目包括《甄选影 展开全文c,收藏,转发,评论,5,https://weibo.com/1626757990?refer_flag=1001030103_
0,看看新闻KNEWS,,收藏,转发 2,评论 1,21,https://weibo.com/1845864154?refer_flag=1001030103_
0,24小时滚动财经资讯,"【空中课堂再续新篇！2020年9月起，秋季课程将上线】
7月14日，上海市教育委员会与上海广播电视台、上海文化广播影视集团有限公司（简称“SMG”）签署合作协议，双方将建立长效合作机制，共同打造全国领先的全媒体在线教育品牌“上海空中课堂”。
O空中课堂再续新篇！2020年9月起，秋季课程将上线",收藏,转发,评论,0,https://weibo.com/7331015740?refer_flag=1001030103_
07月08日 11:17,空谷_何婕站,"东方风云榜
⚡上海广播电视台和上海文化广播影视集团有限公司主办
⚡东方卫视+动感101
⚡可能是目前仅存的星级卫视播出奖项
张艺兴获得
第25届最佳专辑《SHEEP》
第25届最佳制作人
第25届最受欢迎男歌手
第26届十大金曲《梦不落雨林》
期待新的收获",收藏,转发,评论 1,3,https://weibo.com/7409511661?refer_flag=1001030103_
07月07日 09:30,乐游上海,【正在直播：政府定制 居民自治 来听静安区老房子装电梯的故事】老旧住宅加装电梯，是解决“悬空”老、弱、病、残等特殊群体下楼难问题的根本办法。但这并非易事，从政府制定政策、缩短审批流程，到居民主动参与自治、引入第三方服务，上海坚持不懈探索，至今走过十年。上海广播电视台忠实记录，见证了 展开全文c,收藏,转发 1,评论,1,https://weibo.com/2014034660?refer_flag=1001030103_
07月06日 11:58,热门资讯第一线,,收藏,转发 3,评论,2,https://weibo.com/6367852368?refer_flag=1001030103_
07月06日 10:25,沖田瑤子,"14:56实时快讯 【上海市教委携手SMG,东方明珠打造“空中课堂”长效品牌】7月14日,上海市教育委员会与上海广播电视台,上海文化广播影视集团有限公司(简称“SMG”)签署合作协议,双方将建立长效合作机制,共同打造全国领先的全媒体在线教育品牌“上海空中课堂”,SMG旗下东方明珠新媒体股份有限公司(简称“ 展开全文c",收藏,转发,评论,0,https://weibo.com/2832396042?refer_flag=1001030103_
0,不做饭泡粥,,收藏,转发 26,评论 37,142,https://weibo.com/6100411626?refer_flag=1001030103_
0,谢晓虎tiger,"#东方卫视##看看新闻knews# 何婕：讲好中国故事，展现新闻主播的时代风貌 👉O【身边好党员】何婕：讲好中国故事，展现新闻主播的时代风貌
via 上海广播电视台融媒体中心",收藏,转发,评论 2,2,https://weibo.com/1925453812?refer_flag=1001030103_
07月02日 09:16,文化上海,【暑假在家干什么？精彩电视广播节目已安排好→】#文化资讯#这个暑假同学们打算怎么过？上海广播电视台说，已为大家的暑期准备了黄金档的热门综艺、丰富的在线教育内容、多部优秀纪录片等。另外，还有精彩的体育赛事和电视剧等着大家。一起来了解下↓O暑假在家干什么？精彩电视广播节目已安排好→,收藏,转发,评论,1,https://weibo.com/2683772833?refer_flag=1001030103_
0,武汉教育电视台,#全国唯一高考专列开行#加油吧！改变命运的时刻到了国家给了这么好的政策，相信你们一定可以的（cr:@上海广播电视台 ） L热门资讯第一线的微博视频,收藏,转发,评论,1,https://weibo.com/3185352715?refer_flag=1001030103_
06月30日 09:16 转赞人数超过10,朱邵玉的亲弟弟,"上海广播电视台欠我2个回复了#我是普通人,我讨厌肖战#
有app真是社恐的好福利",收藏,转发 1,评论 42,17,https://weibo.com/3910970673?refer_flag=1001030103_
06月30日 07:02,风语染心颜,由上海广播电视台、北京完美影视、腾讯视频、北京春秋鸿、北京完美蓬瑞影视出品，建党100周年献礼剧#光荣与梦想# 7月1日在横店开机。导演刘江官宣主演@黄晓明 @王丽坤 @侯京健 @高圆圆 @李晨 @吴刚@李小冉 @张一山 @张晞临 @演员刚毅 @寒青微博 @倪大红 @曹可凡 ，另外还有众多明星参与演出。电视剧 展开全文c,收藏,转发,评论 2,5,https://weibo.com/2243508322?refer_flag=1001030103_
0,一萍浮浮,,收藏,转发,评论,2,https://weibo.com/6033161472?refer_flag=1001030103_
0,陈兴嘉斯基,#光荣与梦想开机# @黄晓明 @王丽坤 @侯京健 @高圆圆 @李晨 @吴刚@李小冉  @张一山 @张晞临 @演员刚毅 @寒青微博 #倪大红#  @曹可凡 等主演的60集献礼剧#光荣与梦想#7月1日横店开机。@刘江 执导，@赵宁宇 编剧，上海广播电视台@完美世界影视@腾讯视频@完美蓬瑞影视 、春秋鸿联合出品，这是今年开机的第9 展开全文c,收藏,转发,评论,0,https://weibo.com/5016919348?refer_flag=1001030103_
06月27日 07:03,风语染心颜,,收藏,转发,评论 1,3,https://weibo.com/2243508322?refer_flag=1001030103_
0,上海静安,【走进商务印书馆原址！感受这里的革命传承→】#关注静安# 6月23日，“面对面 新时空”We课走进宝山路街道，走进曾经的商务印书馆。上海广播电视台融媒体中心主持人臧熹，与社区党员志愿者代表和白领代表一起，分享了在不同年代，老一辈党员的坚守故事；感受在新时代下，新一代的初心传承。静安区委副 展开全文c,收藏,转发 5,评论 5,0,https://weibo.com/2541763545?refer_flag=1001030103_
06月22日 07:58 转赞人数超过90,中国电信上海果粉俱乐部,,收藏,转发 105,评论 56,0,https://weibo.com/2706099853?refer_flag=1001030103_
0,玩乐上海,#5G用电信 耀启三千兆#电信三千兆网络支持上海广播电视台直播上海夜生活节。即便不在现场，每晚你只要打开上海广播电视台新闻综合频道以及看看新闻Knews客户端，就可以感受喧闹纷繁的生活气息，尽览夜生活节的风采。,收藏,转发 11,评论 41,232,https://weibo.com/2846632611?refer_flag=1001030103_
06月18日 22:10 转赞人数超过20,气象上海Rainbow,#5G用电信 耀启三千兆#人间最值得，不过一缕烟火、信号满格。还记得上次和爸爸逛街是什么时候吗？夜生活节现已拉开帷幕，看过了直播，何不陪着老爸去现场亲自感受一下三千兆极速呢~上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，在夜市实现5G网络全覆盖，5g网速绝对不卡顿！更 展开全文c,收藏,转发 1,评论,19,https://weibo.com/2392966812?refer_flag=1001030103_
06月18日 19:39,時光漫步说影视,,收藏,转发,评论,0,https://weibo.com/6553952986?refer_flag=1001030103_
06月16日 21:36,小妙爱追剧,#王源全开麦# 作为上海广播电视台smg旗下的旗舰频道，作为专业的电视媒体，在直播过程中连续出现低级失误，是无法原谅的！本次节目的制片人和监制人员要负主要责任。作为立足全国面向世界的卫视，如此工作态度和专业水准，是给上海丢脸！滚出来道歉！@东方卫视618超级秀 @东方卫视番茄台,收藏,转发 1,评论,1,https://weibo.com/6437939460?refer_flag=1001030103_
0,电影频道融媒体中心,或许与其创始人杨文红密切相关。公开资料显示，在创立兴格传媒前，她曾先后在上海电影集团、上海广播电视台、东方卫视、上海文广新闻传媒集团中担任要职，是典型的体制内出走创业代表。 #潘粤明##童瑶#,收藏,转发 3,评论 1,24,https://weibo.com/6495544869?refer_flag=1001030103_
0,有数青年,由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫题材时代报告剧《在一起》正在紧锣密鼓地拍摄中，官博最近发布了生命的拐点和摆渡人两个单元的探班照片。#电视剧在一起##在一起探班#,收藏,转发,评论,0,https://weibo.com/6315203766?refer_flag=1001030103_
0,影视资讯小站,抗疫题材#电视剧在一起#正在紧张拍摄。6月12日出品方在无锡举办《在一起》创作座谈会，来自国家广电总局、上海市委宣传部、上海广播电视局和上海广播电视台的相关领导前往无锡，探班“生命的拐点”单元拍摄现场，并和众主创、全国主流媒体等进行座谈交流。该单元主演#张嘉译# @周一围 @谭卓 展开全文c,收藏,转发,评论,0,https://weibo.com/7417149343?refer_flag=1001030103_
0,新浪上海,,收藏,转发 64,评论,336,https://weibo.com/1647662054?refer_flag=1001030103_
0,玩乐上海,#融屏传播2020# # 电视剧在一起# 由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫题材时代报告剧《在一起》正在无锡、青岛等地紧张拍摄。#在一起探班#在《生命的拐点》单元拍摄现场，该单元主演张嘉译、@周一围 、@谭卓 、@Crystal张天爱 、@何蓝逗 等接受了媒体采访，解读了各自的角色，分享了拍 展开全文c,收藏,转发 50,评论,172,https://weibo.com/2846632611?refer_flag=1001030103_
06月13日 21:23 转赞人数超过90,影视葛二蛋,,收藏,转发 18,评论 14,104,https://weibo.com/5565206512?refer_flag=1001030103_
0,上海长宁,"新剧资讯｜据广电时评消息，由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫剧《#在一起# 》计划于10月重磅推出，该剧2集一个单元，共20集，10个单元的主创信息曝光：
1、《生命的拐点》单元：梁振华、董哲编剧，张黎、韩晓军执导，张嘉译、周一围、谭卓、张天爱等主演（正在热拍）；
2、《摆渡人 展开全文c",收藏,转发 2,评论,1,https://weibo.com/1812581591?refer_flag=1001030103_
0,上海电信报,,收藏,转发 1,评论,1,https://weibo.com/1807486487?refer_flag=1001030103_
0,xiaowen165628,#5G用电信 耀启三千兆#玩转精彩纷呈的首届上海夜生活节，在家也能看直播逛夜市！上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，在夜市实现5G网络全覆盖，运用电信5G技术加持TVU直播背包，实现“三千兆”的高清流畅直播。快来享受音乐、美食、花灯的全新打开方式吧！ 展开全文c,收藏,转发,评论,0,https://weibo.com/5235703727?refer_flag=1001030103_
06月09日 18:08,只是布朗熊,,收藏,转发,评论,0,https://weibo.com/6996065712?refer_flag=1001030103_
06月09日 11:38,优学堂app,#5G用电信 耀启三千兆#周末哪里玩？云端直播间带你嗨逛上海夜生活节现场！上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，联手打造上海夜生活节直播！从潮流集市到深夜美食，从书店不打烊到博物馆奇妙夜，通过高清流畅的电信5G网络，尽览“百变夜上海”之美。扫码即可体验“三 展开全文c,收藏,转发,评论,0,https://weibo.com/6494794218?refer_flag=1001030103_
0,湖北师大教科学院青年志愿者,,收藏,转发,评论,1,https://weibo.com/5874117922?refer_flag=1001030103_
0,上海静安,【走进商务印书馆原址！感受这里的革命传承→】#关注静安# 6月23日，“面对面 新时空”We课走进宝山路街道，走进曾经的商务印书馆。上海广播电视台融媒体中心主持人臧熹，与社区党员志愿者代表和白领代表一起，分享了在不同年代，老一辈党员的坚守故事；感受在新时代下，新一代的初心传承。静安区委副 展开全文c,收藏,转发 5,评论 5,0,https://weibo.com/2541763545?refer_flag=1001030103_
06月22日 07:58 转赞人数超过90,中国电信上海果粉俱乐部,,收藏,转发 105,评论 56,0,https://weibo.com/2706099853?refer_flag=1001030103_
0,玩乐上海,#5G用电信 耀启三千兆#电信三千兆网络支持上海广播电视台直播上海夜生活节。即便不在现场，每晚你只要打开上海广播电视台新闻综合频道以及看看新闻Knews客户端，就可以感受喧闹纷繁的生活气息，尽览夜生活节的风采。,收藏,转发 11,评论 41,232,https://weibo.com/2846632611?refer_flag=1001030103_
06月18日 22:10 转赞人数超过20,气象上海Rainbow,#5G用电信 耀启三千兆#人间最值得，不过一缕烟火、信号满格。还记得上次和爸爸逛街是什么时候吗？夜生活节现已拉开帷幕，看过了直播，何不陪着老爸去现场亲自感受一下三千兆极速呢~上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，在夜市实现5G网络全覆盖，5g网速绝对不卡顿！更 展开全文c,收藏,转发 1,评论,19,https://weibo.com/2392966812?refer_flag=1001030103_
06月18日 19:39,時光漫步说影视,,收藏,转发,评论,0,https://weibo.com/6553952986?refer_flag=1001030103_
06月16日 21:36,小妙爱追剧,#王源全开麦# 作为上海广播电视台smg旗下的旗舰频道，作为专业的电视媒体，在直播过程中连续出现低级失误，是无法原谅的！本次节目的制片人和监制人员要负主要责任。作为立足全国面向世界的卫视，如此工作态度和专业水准，是给上海丢脸！滚出来道歉！@东方卫视618超级秀 @东方卫视番茄台,收藏,转发 1,评论,1,https://weibo.com/6437939460?refer_flag=1001030103_
0,电影频道融媒体中心,或许与其创始人杨文红密切相关。公开资料显示，在创立兴格传媒前，她曾先后在上海电影集团、上海广播电视台、东方卫视、上海文广新闻传媒集团中担任要职，是典型的体制内出走创业代表。 #潘粤明##童瑶#,收藏,转发 3,评论 1,24,https://weibo.com/6495544869?refer_flag=1001030103_
0,有数青年,由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫题材时代报告剧《在一起》正在紧锣密鼓地拍摄中，官博最近发布了生命的拐点和摆渡人两个单元的探班照片。#电视剧在一起##在一起探班#,收藏,转发,评论,0,https://weibo.com/6315203766?refer_flag=1001030103_
0,影视资讯小站,抗疫题材#电视剧在一起#正在紧张拍摄。6月12日出品方在无锡举办《在一起》创作座谈会，来自国家广电总局、上海市委宣传部、上海广播电视局和上海广播电视台的相关领导前往无锡，探班“生命的拐点”单元拍摄现场，并和众主创、全国主流媒体等进行座谈交流。该单元主演#张嘉译# @周一围 @谭卓 展开全文c,收藏,转发,评论,0,https://weibo.com/7417149343?refer_flag=1001030103_
0,新浪上海,,收藏,转发 64,评论,336,https://weibo.com/1647662054?refer_flag=1001030103_
0,玩乐上海,#融屏传播2020# # 电视剧在一起# 由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫题材时代报告剧《在一起》正在无锡、青岛等地紧张拍摄。#在一起探班#在《生命的拐点》单元拍摄现场，该单元主演张嘉译、@周一围 、@谭卓 、@Crystal张天爱 、@何蓝逗 等接受了媒体采访，解读了各自的角色，分享了拍 展开全文c,收藏,转发 50,评论,172,https://weibo.com/2846632611?refer_flag=1001030103_
06月13日 21:23 转赞人数超过90,影视葛二蛋,,收藏,转发 18,评论 14,104,https://weibo.com/5565206512?refer_flag=1001030103_
0,上海长宁,"新剧资讯｜据广电时评消息，由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫剧《#在一起# 》计划于10月重磅推出，该剧2集一个单元，共20集，10个单元的主创信息曝光：
1、《生命的拐点》单元：梁振华、董哲编剧，张黎、韩晓军执导，张嘉译、周一围、谭卓、张天爱等主演（正在热拍）；
2、《摆渡人 展开全文c",收藏,转发 2,评论,1,https://weibo.com/1812581591?refer_flag=1001030103_
0,上海电信报,,收藏,转发 1,评论,1,https://weibo.com/1807486487?refer_flag=1001030103_
0,xiaowen165628,#5G用电信 耀启三千兆#玩转精彩纷呈的首届上海夜生活节，在家也能看直播逛夜市！上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，在夜市实现5G网络全覆盖，运用电信5G技术加持TVU直播背包，实现“三千兆”的高清流畅直播。快来享受音乐、美食、花灯的全新打开方式吧！ 展开全文c,收藏,转发,评论,0,https://weibo.com/5235703727?refer_flag=1001030103_
06月09日 18:08,只是布朗熊,,收藏,转发,评论,0,https://weibo.com/6996065712?refer_flag=1001030103_
06月09日 11:38,优学堂app,#5G用电信 耀启三千兆#周末哪里玩？云端直播间带你嗨逛上海夜生活节现场！上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，联手打造上海夜生活节直播！从潮流集市到深夜美食，从书店不打烊到博物馆奇妙夜，通过高清流畅的电信5G网络，尽览“百变夜上海”之美。扫码即可体验“三 展开全文c,收藏,转发,评论,0,https://weibo.com/6494794218?refer_flag=1001030103_
0,湖北师大教科学院青年志愿者,,收藏,转发,评论,1,https://weibo.com/5874117922?refer_flag=1001030103_
0,上海静安,【走进商务印书馆原址！感受这里的革命传承→】#关注静安# 6月23日，“面对面 新时空”We课走进宝山路街道，走进曾经的商务印书馆。上海广播电视台融媒体中心主持人臧熹，与社区党员志愿者代表和白领代表一起，分享了在不同年代，老一辈党员的坚守故事；感受在新时代下，新一代的初心传承。静安区委副 展开全文c,收藏,转发 5,评论 5,0,https://weibo.com/2541763545?refer_flag=1001030103_
06月22日 07:58 转赞人数超过90,中国电信上海果粉俱乐部,,收藏,转发 105,评论 56,0,https://weibo.com/2706099853?refer_flag=1001030103_
0,玩乐上海,#5G用电信 耀启三千兆#电信三千兆网络支持上海广播电视台直播上海夜生活节。即便不在现场，每晚你只要打开上海广播电视台新闻综合频道以及看看新闻Knews客户端，就可以感受喧闹纷繁的生活气息，尽览夜生活节的风采。,收藏,转发 11,评论 41,232,https://weibo.com/2846632611?refer_flag=1001030103_
06月18日 22:10 转赞人数超过20,气象上海Rainbow,#5G用电信 耀启三千兆#人间最值得，不过一缕烟火、信号满格。还记得上次和爸爸逛街是什么时候吗？夜生活节现已拉开帷幕，看过了直播，何不陪着老爸去现场亲自感受一下三千兆极速呢~上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，在夜市实现5G网络全覆盖，5g网速绝对不卡顿！更 展开全文c,收藏,转发 1,评论,19,https://weibo.com/2392966812?refer_flag=1001030103_
06月18日 19:39,時光漫步说影视,,收藏,转发,评论,0,https://weibo.com/6553952986?refer_flag=1001030103_
06月16日 21:36,小妙爱追剧,#王源全开麦# 作为上海广播电视台smg旗下的旗舰频道，作为专业的电视媒体，在直播过程中连续出现低级失误，是无法原谅的！本次节目的制片人和监制人员要负主要责任。作为立足全国面向世界的卫视，如此工作态度和专业水准，是给上海丢脸！滚出来道歉！@东方卫视618超级秀 @东方卫视番茄台,收藏,转发 1,评论,1,https://weibo.com/6437939460?refer_flag=1001030103_
0,电影频道融媒体中心,或许与其创始人杨文红密切相关。公开资料显示，在创立兴格传媒前，她曾先后在上海电影集团、上海广播电视台、东方卫视、上海文广新闻传媒集团中担任要职，是典型的体制内出走创业代表。 #潘粤明##童瑶#,收藏,转发 3,评论 1,24,https://weibo.com/6495544869?refer_flag=1001030103_
0,有数青年,由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫题材时代报告剧《在一起》正在紧锣密鼓地拍摄中，官博最近发布了生命的拐点和摆渡人两个单元的探班照片。#电视剧在一起##在一起探班#,收藏,转发,评论,0,https://weibo.com/6315203766?refer_flag=1001030103_
0,影视资讯小站,抗疫题材#电视剧在一起#正在紧张拍摄。6月12日出品方在无锡举办《在一起》创作座谈会，来自国家广电总局、上海市委宣传部、上海广播电视局和上海广播电视台的相关领导前往无锡，探班“生命的拐点”单元拍摄现场，并和众主创、全国主流媒体等进行座谈交流。该单元主演#张嘉译# @周一围 @谭卓 展开全文c,收藏,转发,评论,0,https://weibo.com/7417149343?refer_flag=1001030103_
0,新浪上海,,收藏,转发 64,评论,336,https://weibo.com/1647662054?refer_flag=1001030103_
0,玩乐上海,#融屏传播2020# # 电视剧在一起# 由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫题材时代报告剧《在一起》正在无锡、青岛等地紧张拍摄。#在一起探班#在《生命的拐点》单元拍摄现场，该单元主演张嘉译、@周一围 、@谭卓 、@Crystal张天爱 、@何蓝逗 等接受了媒体采访，解读了各自的角色，分享了拍 展开全文c,收藏,转发 50,评论,172,https://weibo.com/2846632611?refer_flag=1001030103_
06月13日 21:23 转赞人数超过90,影视葛二蛋,,收藏,转发 18,评论 14,104,https://weibo.com/5565206512?refer_flag=1001030103_
0,上海长宁,"新剧资讯｜据广电时评消息，由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫剧《#在一起# 》计划于10月重磅推出，该剧2集一个单元，共20集，10个单元的主创信息曝光：
1、《生命的拐点》单元：梁振华、董哲编剧，张黎、韩晓军执导，张嘉译、周一围、谭卓、张天爱等主演（正在热拍）；
2、《摆渡人 展开全文c",收藏,转发 2,评论,1,https://weibo.com/1812581591?refer_flag=1001030103_
0,上海电信报,,收藏,转发 1,评论,1,https://weibo.com/1807486487?refer_flag=1001030103_
0,xiaowen165628,#5G用电信 耀启三千兆#玩转精彩纷呈的首届上海夜生活节，在家也能看直播逛夜市！上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，在夜市实现5G网络全覆盖，运用电信5G技术加持TVU直播背包，实现“三千兆”的高清流畅直播。快来享受音乐、美食、花灯的全新打开方式吧！ 展开全文c,收藏,转发,评论,0,https://weibo.com/5235703727?refer_flag=1001030103_
06月09日 18:08,只是布朗熊,,收藏,转发,评论,0,https://weibo.com/6996065712?refer_flag=1001030103_
06月09日 11:38,优学堂app,#5G用电信 耀启三千兆#周末哪里玩？云端直播间带你嗨逛上海夜生活节现场！上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，联手打造上海夜生活节直播！从潮流集市到深夜美食，从书店不打烊到博物馆奇妙夜，通过高清流畅的电信5G网络，尽览“百变夜上海”之美。扫码即可体验“三 展开全文c,收藏,转发,评论,0,https://weibo.com/6494794218?refer_flag=1001030103_
0,湖北师大教科学院青年志愿者,,收藏,转发,评论,1,https://weibo.com/5874117922?refer_flag=1001030103_
0,上海静安,【走进商务印书馆原址！感受这里的革命传承→】#关注静安# 6月23日，“面对面 新时空”We课走进宝山路街道，走进曾经的商务印书馆。上海广播电视台融媒体中心主持人臧熹，与社区党员志愿者代表和白领代表一起，分享了在不同年代，老一辈党员的坚守故事；感受在新时代下，新一代的初心传承。静安区委副 展开全文c,收藏,转发 5,评论 5,0,https://weibo.com/2541763545?refer_flag=1001030103_
06月22日 07:58 转赞人数超过90,中国电信上海果粉俱乐部,,收藏,转发 105,评论 56,0,https://weibo.com/2706099853?refer_flag=1001030103_
0,玩乐上海,#5G用电信 耀启三千兆#电信三千兆网络支持上海广播电视台直播上海夜生活节。即便不在现场，每晚你只要打开上海广播电视台新闻综合频道以及看看新闻Knews客户端，就可以感受喧闹纷繁的生活气息，尽览夜生活节的风采。,收藏,转发 11,评论 41,232,https://weibo.com/2846632611?refer_flag=1001030103_
06月18日 22:10 转赞人数超过20,气象上海Rainbow,#5G用电信 耀启三千兆#人间最值得，不过一缕烟火、信号满格。还记得上次和爸爸逛街是什么时候吗？夜生活节现已拉开帷幕，看过了直播，何不陪着老爸去现场亲自感受一下三千兆极速呢~上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，在夜市实现5G网络全覆盖，5g网速绝对不卡顿！更 展开全文c,收藏,转发 1,评论,19,https://weibo.com/2392966812?refer_flag=1001030103_
06月18日 19:39,時光漫步说影视,,收藏,转发,评论,0,https://weibo.com/6553952986?refer_flag=1001030103_
06月16日 21:36,小妙爱追剧,#王源全开麦# 作为上海广播电视台smg旗下的旗舰频道，作为专业的电视媒体，在直播过程中连续出现低级失误，是无法原谅的！本次节目的制片人和监制人员要负主要责任。作为立足全国面向世界的卫视，如此工作态度和专业水准，是给上海丢脸！滚出来道歉！@东方卫视618超级秀 @东方卫视番茄台,收藏,转发 1,评论,1,https://weibo.com/6437939460?refer_flag=1001030103_
